cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE","District 53 Estimate","District 53 MOE"
Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag","District 15 Estimate","District 15 Flag","District 16 Estimate","District 16 Flag","District 17 Estimate","District 17 Flag","District 18 Estimate","District 18 Flag","District 19 Estimate","District 19 Flag","District 20 Estimate","District 20 Flag","District 21 Estimate","District 21 Flag","District 22 Estimate","District 22 Flag","District 23 Estimate","District 23 Flag","District 24 Estimate","District 24 Flag","District 25 Estimate","District 25 Flag","District 26 Estimate","District 26 Flag","District 27 Estimate","District 27 Flag","District 28 Estimate","District 28 Flag","District 29 Estimate","District 29 Flag","District 30 Estimate","District 30 Flag","District 31 Estimate","District 31 Flag","District 32 Estimate","District 32 Flag","District 33 Estimate","District 33 Flag","District 34 Estimate","District 34 Flag","District 35 Estimate","District 35 Flag","District 36 Estimate","District 36 Flag","District 37 Estimate","District 37 Flag","District 38 Estimate","District 38 Flag","District 39 Estimate","District 39 Flag","District 40 Estimate","District 40 Flag","District 41 Estimate","District 41 Flag","District 42 Estimate","District 42 Flag","District 43 Estimate","District 43 Flag","District 44 Estimate","District 44 Flag","District 45 Estimate","District 45 Flag","District 46 Estimate","District 46 Flag","District 47 Estimate","District 47 Flag","District 48 Estimate","District 48 Flag","District 49 Estimate","District 49 Flag","District 50 Estimate","District 50 Flag","District 51 Estimate","District 51 Flag","District 52 Estimate","District 52 Flag","District 53 Estimate","District 53 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",178175,G,233915,G,176970,G,236348,G,246190,G,277667,G,223271,G,120303,G,171249,G,205162,G,237777,G,660066,G,314227,G,409812,G,308237,G,158564,G,606708,G,375463,G,223481,G,211331,G,114560,G,219845,G,179890,G,252027,G,172090,G,250338,G,263067,G,327927,G,176102,G,360779,G,258273,G,249399,G,515465,G,346113,G,275645,G,176277,G,277549,G,246583,G,268334,G,216092,G,200735,G,171276,G,306631,G,164119,G,435007,G,399446,G,253471,G,337590,G,283542,G,211003,G,144470,G,540431,G,244682,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",1448,G,1378,G,1155,H,366,G,1077,H,36,G,137,J,60,G,1015,G,1884,G,44,H,24,H,12,J,45,J,75,G,3993,H,0,N,62,H,52,J,2673,G,6792,H,1116,G,336,H,1031,G,36,J,732,J,94,H,135,H,0,N,13,J,79,G,67,J,77,G,85,J,38,J,715,G,10,J,11,G,20,J,189,J,104,G,74,J,17,J,4,G,76,H,10,J,38,G,39,J,196,G,406,G,803,G,115,H,8,J
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",224,J,134,J,398,G,245,H,100,J,0,N,130,H,423,H,56,J,128,H,92,J,26,J,0,N,48,J,116,H,58,J,36,H,122,H,0,N,322,G,462,G,12,J,6375,G,665,G,155,J,493,J,30,J,0,N,75,J,893,J,138,H,203,J,80,H,0,N,0,N,77,H,89,J,199,H,58,J,0,N,0,N,208,G,0,N,54,J,16,J,22,H,391,G,102,H,51,H,55,H,313,J,135,J,42,J
Business,"Paid employees for pay period including March 12",Utilities,1175,J,687,H,1066,J,1337,J,1546,H,1379,J,665,J,1102,G,4130,H,297,J,249,J,3941,J,1084,J,653,H,164,J,2261,J,1033,J,400,H,592,J,950,H,1171,J,515,J,1411,H,2153,J,659,J,823,J,3897,J,211,J,281,H,310,J,1494,J,2391,J,765,H,1873,J,2339,J,703,H,134,J,790,J,285,H,350,J,140,H,466,J,493,J,620,J,326,H,912,J,781,H,461,J,683,H,468,J,768,G,3818,J,496,J
Business,"Paid employees for pay period including March 12",Construction,10413,G,15861,G,13520,G,22521,G,20187,G,18587,G,15594,G,6087,G,12698,G,11881,G,17678,G,21951,G,17711,G,17721,G,25067,G,9372,G,27015,G,11529,G,17300,G,12129,G,5593,G,13381,G,11921,G,15976,G,12093,G,13722,G,5896,G,9786,G,15401,G,14754,G,13772,G,12699,G,9669,G,5870,G,19379,G,12459,G,5029,G,13780,G,20889,G,5484,G,19839,G,27511,G,8804,G,11265,G,25721,G,30199,G,14635,G,17101,G,14669,G,27711,G,5971,G,26183,G,13381,G
Business,"Paid employees for pay period including March 12",Manufacturing,12291,G,19934,G,16190,G,9054,G,30599,G,11702,G,9390,G,6225,G,13472,G,26782,G,10590,G,7674,G,19826,G,23361,H,26777,G,25926,H,89745,G,13104,G,16283,G,16755,G,20579,H,15804,G,8810,G,20722,G,16053,G,23747,G,5845,G,13144,G,23573,G,19248,G,20093,G,38316,G,28583,G,13828,G,31171,G,5357,G,8586,H,33058,G,28180,G,44047,G,16988,G,18886,G,33166,G,32531,G,42568,G,40766,G,18711,G,22744,G,31985,G,16776,G,14568,G,42036,G,7314,G
Business,"Paid employees for pay period including March 12","Wholesale trade",5658,G,9376,G,10595,G,6046,G,10300,G,16530,G,5816,G,1698,G,10193,G,12298,G,8669,G,14391,G,14302,G,20908,H,27681,G,10191,G,71950,H,10868,G,10151,H,11482,G,9400,G,7693,G,6508,G,9457,G,6774,G,15707,G,7132,G,11427,H,12032,G,11676,G,12375,G,25311,G,14788,G,30924,G,32808,G,3346,G,8078,G,35464,G,31345,G,35535,G,10690,G,12825,H,20482,G,18379,G,35404,G,26165,G,12535,G,15791,G,16194,G,7621,G,10237,G,21095,G,4349,G
Business,"Paid employees for pay period including March 12","Retail trade",31357,G,35582,G,29489,G,34993,G,33438,G,32290,G,31217,G,22707,G,25005,G,32983,G,34192,G,46487,G,30252,G,37827,G,30833,G,19564,G,35467,G,38324,G,22944,G,34742,G,19875,G,38338,G,26167,G,33759,G,28047,G,36456,G,30884,G,35835,G,22464,G,39592,G,36445,G,33142,G,51492,G,21455,G,35894,G,33690,G,25695,G,34481,G,31246,G,24735,G,29917,G,23859,G,30590,G,17297,G,33233,G,29724,G,28729,G,45655,G,34254,G,35585,G,32249,G,44637,G,29441,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",4868,G,4357,G,8493,G,3231,G,5697,G,13137,G,9518,J,4712,G,11986,G,20209,H,5467,G,10550,G,18408,G,36671,G,7230,G,7785,G,6414,G,1639,G,6160,G,4687,G,8595,G,6569,G,8790,G,4611,G,6208,H,5458,G,3291,G,4465,G,9009,G,1904,H,20536,H,10080,G,5831,G,9618,G,44366,G,2988,G,3317,G,13201,G,10315,H,12129,G,23894,G,6182,H,46952,H,23988,G,6016,G,7538,G,22005,H,4957,G,4257,G,2641,G,8011,G,12153,G,3623,G
Business,"Paid employees for pay period including March 12",Information,2563,G,7084,G,3433,G,5093,G,3361,H,6115,G,6738,G,1612,G,1953,G,2308,H,4840,G,73378,G,12165,G,53189,H,22896,H,2787,H,58446,G,66275,G,13487,G,2980,H,1003,H,3053,G,3806,H,10045,G,2611,G,6150,G,5114,H,29376,G,4237,G,42205,H,5128,H,4069,G,56006,G,7092,G,3867,G,2626,G,37380,G,3524,H,4083,H,1827,G,2557,H,1904,G,6719,G,2562,H,23062,G,5082,H,4814,H,6806,G,5500,G,2508,G,2090,G,24041,G,2410,G
Business,"Paid employees for pay period including March 12","Finance and insurance",6574,G,8329,H,5294,H,14256,G,6841,H,8636,G,22596,G,2010,G,5968,H,4259,H,16383,H,59620,G,11135,H,15553,H,12833,H,2767,H,11918,H,13436,G,5477,H,4916,G,1298,J,10226,H,5879,H,6768,G,4257,H,12788,G,19481,H,9103,H,3138,G,21971,G,7757,H,7443,H,22560,G,25960,G,4910,H,3029,H,11755,G,5342,G,17798,G,2768,H,4310,H,3106,H,6143,H,1697,H,32412,G,19046,G,15015,G,21595,G,7512,G,4203,G,3400,G,36929,G,10486,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2771,G,5733,G,3035,H,6016,G,3771,G,6088,G,3999,G,3045,G,2876,G,2680,G,5262,G,17930,G,5432,G,7162,G,4941,G,2401,G,6508,G,5921,G,4455,G,3511,G,1379,G,4333,G,3093,G,5101,G,3138,G,4562,G,5327,G,9787,G,4633,G,8963,G,3676,H,4142,G,17677,G,8743,G,3832,G,4339,G,9635,G,3653,G,4507,G,2608,G,2857,G,2727,G,7735,H,2249,G,16336,G,7933,H,4903,G,15177,G,6230,G,3494,G,2410,G,13864,G,5836,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",7527,G,13957,G,7180,G,14317,G,9623,G,20494,G,23270,G,3416,G,4812,G,7754,G,17451,G,113108,G,28510,G,37512,G,36292,G,3956,G,82458,G,51989,G,26129,G,11842,G,1863,G,10222,G,9914,G,15681,G,14659,H,22837,H,27055,G,23319,G,5839,G,27912,G,10446,G,10741,G,71005,G,39456,G,6123,G,5098,G,31811,G,8681,G,11823,G,3975,G,6327,G,7527,G,19313,G,3077,G,61897,G,23860,G,14793,G,33684,G,35512,G,8148,G,4628,G,94501,G,16979,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",1601,G,2375,G,1703,H,5597,G,4788,G,3490,G,3575,H,128,H,1606,G,1654,H,5513,H,25629,G,9124,H,7792,H,13823,G,990,G,76569,H,4248,G,4760,H,2788,G,628,G,2074,H,1150,H,4730,H,1229,H,5100,G,5249,G,9903,H,1721,H,4530,H,3425,H,4097,H,17584,G,14718,H,3671,G,191,H,3453,H,4385,G,6618,G,7224,G,1806,J,1309,G,4235,G,2605,H,21319,H,13955,G,4876,G,7377,H,4879,G,480,H,1254,J,15143,G,2011,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",7993,G,12477,G,9648,G,11854,G,13816,G,24544,H,14276,G,4790,H,11648,G,10985,G,15617,G,46657,G,14923,G,19458,G,19962,G,6860,G,30586,G,16989,G,22430,G,11069,G,3529,G,18015,H,13158,G,14401,G,10725,G,15141,G,15438,H,17456,G,12470,G,26642,G,19544,G,14449,G,23791,G,25338,G,17756,G,10564,G,18278,G,9567,G,15536,G,16209,H,15226,G,11914,G,23779,G,8618,G,29540,G,39669,G,16791,G,22681,G,14668,G,13350,G,6669,G,38677,G,18386,G
Business,"Paid employees for pay period including March 12","Educational services",3020,G,6720,G,3145,G,3837,G,4979,H,5493,G,4709,G,2035,G,4696,H,2050,G,7578,G,24048,G,12954,G,36366,H,4452,G,3688,H,10703,G,11339,G,4747,G,4613,G,968,G,4997,H,2188,G,7658,G,6137,H,6075,H,23879,G,11928,G,3601,G,13644,H,7884,G,9473,H,16287,G,14281,H,3945,G,2169,G,30427,J,6665,G,5591,G,4055,H,6004,H,1542,G,11154,H,1627,G,9244,G,6930,H,3542,G,7196,G,7882,G,3406,G,2825,G,16068,H,6219,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",39954,G,38087,G,28202,G,33679,G,45619,G,53943,G,34726,G,22379,G,30646,G,31914,G,42802,G,65493,G,59066,G,33883,G,35200,G,30287,G,37476,G,71984,G,23350,G,32527,G,13143,H,41018,G,36155,G,38425,G,22880,G,36451,G,48843,G,62471,G,35813,G,56616,G,56375,G,37562,G,61891,G,49163,G,30169,G,29354,G,34795,G,34374,G,24332,G,24939,G,28817,G,20316,G,36965,G,15566,H,40304,G,56802,G,38977,H,39877,G,37268,G,26433,G,22929,G,40481,G,70919,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",3640,G,6923,G,2321,G,12073,G,5434,G,5227,G,3890,H,7549,H,2360,G,2473,G,6267,G,15105,G,6683,G,6714,G,4420,G,2886,G,7484,G,6125,G,7170,H,6323,G,741,G,3693,G,2679,G,4655,G,6122,H,3991,G,7217,H,10895,G,1776,G,15762,H,3168,G,2049,G,18533,G,10959,H,2731,G,10382,G,9064,G,3987,H,8587,H,1270,G,2312,G,3130,G,5701,G,1034,G,5894,G,33790,J,4006,G,7066,G,8242,G,7620,H,1856,G,12925,G,7313,H
Business,"Paid employees for pay period including March 12","Accommodation and food services",25050,G,33524,G,25110,G,41442,G,34944,G,35132,G,24243,G,24693,G,18617,G,24026,G,25506,G,86564,G,35592,G,41595,G,25343,G,14688,G,38934,G,37749,G,28855,G,37477,G,13652,G,28337,G,23622,G,45258,G,22523,G,30725,G,36657,G,50117,G,13878,G,37467,G,26192,G,24476,G,76671,G,45218,G,23069,G,41718,G,27078,G,26514,G,35014,G,21937,G,21294,G,21109,G,33807,G,14017,G,38305,G,44184,G,35329,G,55347,G,41392,G,39447,G,17474,G,78236,G,31352,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",10031,G,11333,G,6960,G,10347,G,10035,G,14806,G,8764,G,5615,H,7495,G,8562,G,13558,G,27392,G,17007,G,13298,G,10107,G,7970,G,13914,G,13313,G,9090,G,9491,G,3844,G,10417,G,7873,G,10858,G,7765,G,9358,G,11702,G,18479,G,6130,G,16500,G,9729,G,8673,G,22035,G,21305,G,9354,G,7455,G,12854,G,8892,G,12065,G,6794,G,7647,G,6653,G,10538,G,6921,G,13294,G,12778,G,12589,G,13866,G,12130,G,10625,G,5987,G,19351,G,14096,G
Business,"Paid employees for pay period including March 12","Industries not classified",17,J,64,G,33,G,44,H,35,G,35,H,18,G,17,J,17,J,35,J,19,J,98,J,41,J,56,G,25,H,134,J,27,J,47,H,48,G,54,H,45,J,32,J,55,G,73,J,19,G,22,J,36,J,73,J,26,J,177,H,17,G,16,G,140,H,50,H,75,G,17,J,81,G,15,G,42,H,17,J,5,G,28,H,30,J,8,J,40,J,81,J,11,G,68,J,38,H,26,H,28,J,43,H,21,J
Business,"Annual payroll ($1,000)","Total for all sectors",7436514,G,13459732,G,8472954,G,11948770,G,14038141,G,15229975,G,13321733,H,4441190,G,8230374,G,9310450,G,15121954,G,75609142,G,22445929,G,50562667,G,24662122,G,6856696,G,86232914,G,52744499,G,16619135,G,10093140,G,4743456,G,9207356,G,8296235,G,13113436,G,7782178,G,14489272,G,14177864,G,20696550,G,8683131,G,22583324,G,11589528,G,12038809,G,43007398,G,23796229,G,13410900,G,6555186,G,21505658,G,11682531,G,13143751,G,9867085,G,8698286,G,7398638,G,17590454,G,8425007,G,32887811,G,19934888,G,13906525,G,21126385,G,17101128,G,8903092,G,5630808,G,39591270,G,12171220,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",87386,G,78722,G,61421,G,23709,G,45204,G,2777,H,2653,H,2238,H,56239,G,71134,H,1358,G,1129,J,1154,H,800,H,1548,G,102690,H,0,N,3340,G,2820,H,159936,G,247945,H,46832,G,15685,H,53494,G,1184,H,36121,H,4907,H,3678,H,0,N,487,J,3348,H,1962,J,3297,G,1636,J,987,H,34181,G,1124,G,221,G,529,J,4936,H,5893,G,2245,G,563,H,527,H,3528,H,328,G,1143,H,1517,G,8104,G,14169,H,25197,G,9054,G,1124,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",13484,H,11537,H,37091,G,15973,G,9638,J,0,N,10850,H,29594,H,4456,H,9760,H,6020,H,4673,J,0,N,12030,J,12838,G,3416,H,3503,H,12611,H,0,N,25525,G,37791,G,602,H,628238,G,63148,G,13123,H,42706,H,3129,H,0,N,6973,J,161333,J,9953,G,15603,J,11335,H,0,N,0,N,5441,H,13033,J,19369,H,4654,J,0,N,0,N,19727,G,0,N,4847,J,2523,H,788,H,25828,H,12390,G,3643,J,4581,H,27376,J,9660,J,5560,J
Business,"Annual payroll ($1,000)",Utilities,169878,J,89888,J,133148,J,176941,J,229779,H,154545,J,103314,J,115816,G,595591,J,36972,J,31692,H,638580,J,157799,J,92804,H,32528,J,300187,J,139997,J,48530,J,76938,H,109117,H,142206,J,61062,J,151483,H,379448,J,82318,J,100417,J,521571,J,18916,J,18793,H,32723,J,130440,J,214045,J,101786,H,228125,J,278336,J,78033,H,13626,H,82872,J,33832,H,32805,J,11985,H,49938,J,64844,J,65546,J,37589,H,87680,J,99010,H,51604,J,90843,H,59549,J,79020,G,478393,J,54856,J
Business,"Annual payroll ($1,000)",Construction,620532,G,1099494,G,968527,G,1524217,G,1583117,G,1362550,G,1061743,G,304395,G,894359,G,669021,G,1522416,G,2177150,G,1653673,G,1498893,G,2140594,G,551148,G,2543556,G,915372,G,1369616,G,719707,G,317246,G,726051,G,690619,G,989535,G,678430,G,783193,G,338243,G,663068,G,899808,G,765898,G,777788,G,735839,G,630383,G,422746,G,1387432,G,557788,G,318389,G,1000354,G,1448931,G,331631,G,1110552,G,1619969,G,526732,G,756471,G,1823873,G,2049073,G,1057759,G,1196532,G,886006,G,1663653,G,286842,G,1930534,G,844689,G
Business,"Annual payroll ($1,000)",Manufacturing,632497,G,1554511,G,960044,G,518054,H,2597481,G,611568,G,645915,G,329084,H,670343,G,1597470,G,815288,G,501832,G,1424179,G,3680072,J,2296096,G,1195709,G,11307702,H,1318465,H,1367445,G,921955,G,1021372,H,853491,G,485405,G,1379048,G,987079,G,1552357,G,268479,G,808618,G,1347274,G,1265161,G,1082787,G,2266950,G,3169485,G,616042,G,1649237,G,245291,G,363265,G,1600775,G,1596103,G,2104196,G,847540,G,983718,G,2692209,G,1909888,G,3813502,H,2244581,G,1159576,G,1575190,G,2633866,G,892921,G,849697,G,3747051,H,398331,G
Business,"Annual payroll ($1,000)","Wholesale trade",318861,G,724579,G,659913,G,433433,G,741962,G,1016999,G,421905,G,76728,G,649229,G,861696,H,669578,G,2273778,G,1187976,G,4062048,H,1932939,G,561844,G,12791390,H,2358498,G,1234004,H,818708,G,547654,G,500984,G,393724,G,741986,G,434384,G,1382057,G,361225,G,654660,G,688150,G,910039,G,675884,G,1486343,G,1330169,G,1678978,G,1896849,G,190051,G,598517,G,2279301,G,2197721,G,2033769,G,646494,G,758611,H,1910911,G,1119964,G,4004746,G,1465260,G,958393,G,1348752,G,1280332,G,400263,G,530475,G,2174589,G,270418,G
Business,"Annual payroll ($1,000)","Retail trade",940315,G,1355271,G,884761,G,1150052,G,1104236,G,978275,G,990939,G,612729,G,730835,G,962830,G,1179849,G,2230845,G,1076095,G,1474597,G,1081578,G,529622,G,1243533,G,2331549,H,756914,G,1065056,G,525741,G,1074190,G,754281,G,1044332,G,841551,G,1159158,G,929958,G,1255259,G,805480,G,1298904,G,1113872,G,1048530,G,2248362,G,755313,G,1153722,G,1010055,G,948799,G,1073830,G,959228,G,669591,G,934113,G,717136,G,1025626,G,568005,G,1198317,G,948470,G,892892,G,1588291,G,1135646,G,1089989,G,821164,G,1583333,G,893242,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",235324,G,282443,G,415195,G,160373,G,298908,G,613745,G,938961,J,216969,G,581953,G,885111,G,256526,G,863844,H,1352011,G,2770877,G,387680,G,378351,G,346669,G,86469,G,351572,G,233308,G,404552,G,260848,G,470488,G,245438,G,310294,H,252077,G,128053,G,242935,H,494696,G,69663,H,821876,G,457322,G,457641,G,483829,G,2092085,G,126862,G,129923,G,647512,G,521794,H,635929,G,1137380,G,269905,H,3018202,H,1403689,G,399808,G,372170,G,2116425,H,278505,G,175079,G,127063,G,356436,G,607769,G,188140,G
Business,"Annual payroll ($1,000)",Information,156092,G,1077224,G,266562,G,460500,H,201785,H,438719,G,502375,G,67335,G,108001,G,120661,G,463861,G,14059328,G,1711377,G,17213568,H,4272697,J,155201,H,13863040,H,23127987,H,2847015,G,221467,H,44143,H,147060,G,154395,H,1188044,G,159769,G,419062,H,340764,H,3745746,G,328524,G,5127543,H,433490,J,201285,G,7527869,G,572179,G,231111,G,120990,G,4413418,G,209075,H,252650,H,82808,G,131133,H,111400,G,614327,G,142982,H,2925553,G,326682,G,343026,H,585277,G,568415,G,129767,H,116951,G,2556568,G,153498,G
Business,"Annual payroll ($1,000)","Finance and insurance",420667,G,876369,G,368549,G,1227684,G,588924,H,741776,G,1629468,G,94511,G,475551,H,269646,G,1987205,G,14753076,G,1346774,H,3395761,H,1195927,H,134608,G,2306888,J,2981238,G,575751,G,384410,G,60553,H,737059,H,387791,H,602123,G,281052,H,1207040,G,2300568,H,798686,H,179371,G,2233215,G,517784,G,469048,H,3194504,G,5079997,G,318111,H,195628,G,2595710,G,315772,G,1284911,H,132476,H,281943,G,196168,H,527219,G,71298,G,3316496,G,1527587,G,1302001,G,3372012,H,661158,H,259353,G,182077,G,3650752,G,858754,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",97974,G,373615,G,125559,G,317856,G,191560,G,294927,G,195614,G,105149,G,130869,G,120749,G,364304,G,1749241,G,353717,G,511992,G,325343,G,92606,G,522040,G,487536,G,298752,G,161865,G,57459,G,208363,G,143382,G,227530,G,153414,G,266252,G,266499,G,662210,G,255138,G,585390,G,174173,G,213502,G,1449022,G,580790,G,230027,G,191742,G,865499,G,189065,G,219706,G,112151,G,136846,G,131592,G,367977,H,165131,G,1253716,G,466651,H,233635,G,1066252,G,410065,G,161294,G,90790,G,995297,G,279094,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",398138,G,1224761,G,513499,H,972378,G,667500,G,1880393,G,2643834,H,150695,G,270055,G,380935,G,1710508,G,17208858,G,3101399,G,5865097,G,3691204,G,193391,G,12416100,G,8177752,G,3174643,G,718671,G,90708,G,628030,G,622023,G,1253380,G,1200112,H,2924786,H,2560154,G,2070345,G,341921,G,2167731,G,515624,G,724276,G,8242329,G,4455883,G,364128,G,253321,G,3706422,G,638589,H,720079,G,173799,G,353965,G,422459,G,1792856,G,175193,G,6245819,G,1522751,G,1035350,G,3194243,G,3732985,G,451673,G,221081,G,12208698,G,1147623,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",110714,G,206210,G,126838,G,434837,G,555708,H,361590,G,315526,H,6466,G,146939,G,119884,H,618426,H,3695138,G,1265398,H,1408055,H,2819151,H,74891,G,21799768,H,791245,G,525484,G,347871,G,47797,H,163477,H,94501,H,501272,H,179370,H,600441,G,567462,G,1256016,H,143933,H,432696,H,222491,J,368860,H,2092178,G,1250578,G,255245,H,9659,H,368577,H,317047,H,704099,G,567682,G,108267,H,126557,H,467382,G,222218,H,2477886,G,878663,G,418655,G,856202,G,418365,G,41742,H,64491,H,1839049,G,117209,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",294026,G,561379,G,341939,G,512841,G,549651,G,847685,G,631939,G,203140,H,399791,G,410723,G,737294,G,3439989,G,1008824,G,976743,G,991577,G,220475,G,1557795,G,889274,G,1093286,G,433897,G,143811,G,508569,H,499837,G,543620,G,360352,G,626257,G,654356,H,773198,G,421390,G,1082990,G,654250,G,594354,G,1299753,G,967629,G,621337,G,332922,G,911530,G,389337,G,620709,G,491442,H,480367,G,375843,G,778807,G,367938,G,1541534,G,1617687,G,729803,G,1320653,H,685786,G,508812,G,241310,G,1587744,G,662836,G
Business,"Annual payroll ($1,000)","Educational services",83870,G,280792,G,108105,H,118992,G,169524,H,221274,G,155231,G,78008,H,161665,H,63019,G,302865,G,1186375,G,527917,G,2982059,H,148420,G,123721,G,623933,G,541031,G,222430,G,169769,G,33483,G,106813,H,60400,G,201473,G,200757,H,225381,H,977275,G,515197,G,142214,G,526669,G,254966,G,351832,G,697599,G,773999,H,189544,H,78302,G,1331358,J,174567,G,138666,G,199953,H,159626,H,41347,H,370910,H,75573,G,310394,G,337262,H,124160,G,262484,G,345342,H,127848,G,125118,G,576315,H,245044,G
Business,"Annual payroll ($1,000)","Health care and social assistance",2032143,G,2248152,G,1672012,H,2292062,H,3068773,G,4031792,G,2291423,H,1137498,G,1736858,H,1976716,H,3171043,G,5404086,G,4055295,H,2528236,H,2269123,G,1691686,H,2682481,G,6711438,G,1546927,H,2131813,G,632998,H,2299475,G,2005688,G,2147158,G,1092909,G,1863315,G,2558113,G,4270241,G,2003992,G,2827762,G,3376215,H,2120846,G,4404802,G,2974924,G,1875839,G,1570827,G,1805420,G,1791210,G,1197850,G,1499648,G,1687313,G,911025,H,2079857,G,783728,H,2124251,G,3161988,G,2199503,H,2190622,G,2387249,G,1302403,G,1052476,G,2487297,G,4807835,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",78290,G,210284,G,45108,G,315076,G,146274,G,238433,H,71720,H,264671,H,51815,G,54142,G,204239,G,1081862,G,543585,G,201283,G,105008,H,56332,G,468960,J,195708,H,190554,G,213110,G,16257,H,67068,G,58946,H,128153,G,148135,G,113788,G,234085,G,935933,G,114366,G,1708954,G,58877,G,48542,G,3007252,G,1001817,H,60442,G,314738,G,1962860,G,112668,J,180375,H,39186,H,44506,G,62044,G,161889,G,52276,H,151436,G,1381783,J,105708,G,434667,H,241467,G,211048,H,46732,G,428135,H,200905,G
Business,"Annual payroll ($1,000)","Accommodation and food services",480150,G,783740,G,543861,H,948876,G,923642,G,749461,G,439595,G,491015,G,341699,G,427582,G,578003,G,2933722,G,883948,G,1219342,G,562227,G,254407,G,1016687,G,1064118,G,681389,G,921505,G,262810,G,513644,G,429809,G,1083108,G,447971,G,651779,G,811340,G,1302430,G,286683,G,844701,G,484493,G,463578,G,2217651,G,1110309,G,441624,G,1031471,G,653113,G,513846,G,702931,G,524459,G,389911,G,394437,G,868777,G,278950,G,808776,G,1113832,G,703870,G,1358173,G,1018256,G,1150158,G,325546,G,2032494,G,636454,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",265521,G,418811,G,239676,G,343108,G,363558,G,682326,G,268436,G,154911,G,223734,G,271760,G,500635,G,1400529,G,791038,G,665834,G,394559,G,233695,G,595086,G,700007,G,302142,G,334076,G,106442,G,302948,G,248796,G,338385,G,209517,G,282663,G,350124,G,714889,G,202125,G,535963,G,280770,G,255903,G,915644,G,809129,G,349729,G,207048,G,501859,G,326658,G,357808,G,230127,H,230091,G,203964,G,319915,G,260399,G,445472,G,430203,G,399597,G,431317,G,416931,G,306083,G,187704,G,686847,G,405277,G
